Original,Prediction,Simplified sentences
frederic chopin 's opus 57 is a berceuse for solo piano . <eos>,history 's december december is a inclination for the first of the english . <eos>,frederic chopin 's opus 57 is a music for individual piano . <eos>
these attacks may have been psychological in origin rather than physical . <eos>,these is been been the first of the united states . <eos>,"these attacks may have been psychological in origin , not physical . <eos>"
the collapsed dome of the main church has been restored entirely . <eos>,the first city of the main hurricane has been the first of the main . <eos>,the collapsed dome of the main church has been restored entirely . <eos>
no skater has yet accomplished a quadruple axel in competition . <eos>,the area has a used in the united states . <eos>,quadruple axel at a competition is yet to be fulfilled by any skater <eos>
new south wales 's largest city and capital is sydney . <eos>,"new south - april city , he is a city of the united states . <eos>",largest city new south wales and its capital is sydney . <eos>
this resulted in both montenegro and serbia becoming independent countries . <eos>,this is a member of the main of the area of the united states of the united states of the united states of the united states of the united states of the united states . <eos>,this resulted in both montenegro and serbia becoming independent countries . <eos>
schuschnigg immediately responded publicly that reports of riots were false . <eos>,they is the first of the united of the same of the same . <eos>,schuschnigg responded publicly that reports of riots were false . <eos>
a bastion on the eastern approaches was built later . <eos>,a municipality was known in the north . <eos>,"later , a bastion was built on the eastern approaches . <eos>"
the crosier symbolises the monasteries of the region . <eos>,the same of the region . <eos>,the crosier symbolises the monasteries of the region . <eos>
other nearby settlements include pont-bellanger and beaumesnil . <eos>,other websites <eos>,other nearby houses colonies include pont-bellanger and beaumesnil . <eos>
