Original,Prediction,Simplified sentences
"together they formed new music manchester , a group committed to contemporary music . <eos>","they are many new music , a group to become . <eos>",they formed the new music manchester band and sang contemporary <eos>
"addiscombe is a suburb in the london borough of croydon , england . <eos>",it is found in the london borough of the london borough of the london borough of the london borough of the london borough of the london borough of the london of the london of the london of east . <eos>,"addiscombe is a suburb in the london borough of croydon , england . <eos>"
geography the town lies in the limmat valley between baden and zurich . <eos>,the town is the town of the island of the island of the island of the island of the island of the island of the island of the uk . <eos>,geographically the town lies in the limmat valley between baden and zurich . <eos>
"salem is a city in essex county , massachusetts , united states . <eos>",it is found in the united states . <eos>,salem is a city in essex county massachusetts . <eos>
forty-nine species of pipefish and nine species of seahorse have been recorded . <eos>,the first of the united states of the united states of the united states . <eos>,forty-nine species of pipefish and nine species of seahorse are recorded . <eos>
use html and css markup sparingly and only with good reason . <eos>,"use , and some the same of the united states , and some the same of the united states . <eos>",use html and css markup sparingly and only with good reason . <eos>
these attacks may have been psychological in origin rather than physical . <eos>,it is a member of the united states of the united states . <eos>,"these attacks may have been psychological in origin , not physical . <eos>"
the collapsed dome of the main church has been restored entirely . <eos>,the song of the main church has been been more of the american church has been more . <eos>,the collapsed dome of the main church has been restored entirely . <eos>
no skater has yet accomplished a quadruple axel in competition . <eos>,the first of the british has have a very of the united states . <eos>,quadruple axel at a competition is yet to be fulfilled by any skater <eos>
new south wales 's largest city and capital is sydney . <eos>,the south national city and capital is a municipality city and capital is a municipality city and capital . <eos>,largest city new south wales and its capital is sydney . <eos>
this resulted in both montenegro and serbia becoming independent countries . <eos>,this of the same of the same of the same of the same of the same of the same . <eos>,this resulted in both montenegro and serbia becoming independent countries . <eos>
schuschnigg immediately responded publicly that reports of riots were false . <eos>,the first of the united states of the united states of the united states . <eos>,schuschnigg responded publicly that reports of riots were false . <eos>
a bastion on the eastern approaches was built later . <eos>,a town was given to the eastern time . <eos>,"later , a bastion was built on the eastern approaches . <eos>"
the crosier symbolises the monasteries of the region . <eos>,the eleventh is a member of the region . <eos>,the crosier symbolises the monasteries of the region . <eos>
other nearby settlements include pont-bellanger and beaumesnil . <eos>,other websites <eos>,other nearby houses colonies include pont-bellanger and beaumesnil . <eos>
