Original,Prediction,Simplified sentences
some of the largest reservoirs in the world can be found along the volga . <eos>,some of the largest in the area is found in the area of the largest largest in the world . <eos>,some of the largest lake in the world can be found along the volga . <eos>
notable features of the design include key-dependent s-boxes and a highly complex key schedule . <eos>,the design and a large key of the design and a large key . <eos>,notable features of the design include s-boxes which is a highly complex key schedule . <eos>
she became the authoritative editor of her husband 's works for breitkopf und hartel . <eos>,she became the most famous of her husband for the royal academy of her time . <eos>,she became the editor of her husband 's works for breitkopf und hartel . <eos>
human skin hues can range from very dark brown to very pale pink . <eos>,they can be found from the same and many different users can not do not do . <eos>,"the colors of human skin can be very dark brown or very pale pink , or anywhere in between . <eos>"
"these ideally provide excellent habitat for chinkara , hog deer and blue bull . <eos>","these are also known for the most important important name for the international , and blue blue . <eos>","ideally , these make an excellent breeding ground for chinkara , hog deer and blue bull . <eos>"
"together they formed new music manchester , a group committed to contemporary music . <eos>","they have been new music , a group of the band , a group of rock . <eos>",they formed the new music manchester band and sang contemporary <eos>
"addiscombe is a suburb in the london borough of croydon , england . <eos>",it is a city of iowa in the united states . <eos>,"addiscombe is a suburb in the london borough of croydon , england . <eos>"
geography the town lies in the limmat valley between baden and zurich . <eos>,the town in the middle valley between the late 1960s and the town in the late valley between the late 1960s and the town in the late valley between the late frontier and the town between the late frontier and the town between the late frontier and the<eos>,geographically the town lies in the limmat valley between baden and zurich . <eos>
use html and css markup sparingly and only with good reason . <eos>,it is also popular in the same and only only popular . <eos>,use html and css markup sparingly and only with good reason . <eos>
frederic chopin 's opus 57 is a berceuse for solo piano . <eos>,it is a piece for the game . <eos>,frederic chopin 's opus 57 is a music for individual piano . <eos>
these attacks may have been psychological in origin rather than physical . <eos>,these have been in the same size in the same size . <eos>,"these attacks may have been psychological in origin , not physical . <eos>"
the collapsed dome of the main church has been restored entirely . <eos>,the history of the church is also used in the country of the church and the main church . <eos>,the collapsed dome of the main church has been restored entirely . <eos>
no skater has yet accomplished a quadruple axel in competition . <eos>,each time has a major in the world . <eos>,quadruple axel at a competition is yet to be fulfilled by any skater <eos>
new south wales 's largest city and capital is sydney . <eos>,new york city is a city of florida in the northern city of new york city and st. city . <eos>,largest city new south wales and its capital is sydney . <eos>
this resulted in both montenegro and serbia becoming independent countries . <eos>,this is the same in the late 1960s and the family of the state in the late 1960s and the state of india . <eos>,this resulted in both montenegro and serbia becoming independent countries . <eos>
schuschnigg immediately responded publicly that reports of riots were false . <eos>,he was born in the royal time . <eos>,schuschnigg responded publicly that reports of riots were false . <eos>
a bastion on the eastern approaches was built later . <eos>,a few on the east was built in the city of the british century . <eos>,"later , a bastion was built on the eastern approaches . <eos>"
the crosier symbolises the monasteries of the region . <eos>,the eastern part of the region of the region . <eos>,the crosier symbolises the monasteries of the region . <eos>
other nearby settlements include pont-bellanger and beaumesnil . <eos>,other websites <eos>,other nearby houses colonies include pont-bellanger and beaumesnil . <eos>
