Original,Prediction,Simplified sentences
"in approximate relation to the parties ' respective strength in the federal assembly , the seats were distributed as follows : free democratic party ( fdp ) : 2 members , christian democratic people 's party ( cvp ) : 2 members , social democratic party ( sp ) : 2 members , and swiss people 's party ( svp ) : 1 member . <eos>","in the top of the top , the first of the top of the holy , heyman , heyman , and the top of the top , and the top of the top , and the top of the york of the total . <eos>","seats from the federal assembly were divided by how strong they were as follows : free democratic party ( fdp ) : 2 members , christian democratic people 's party ( cvp ) : 2 members , social democratic party ( sp ) : 2 members , and swiss people 's party ( svp ) : 1 member . <eos>"
"waugh writes that charles had been `` in search of love in those days '' when he first met sebastian , finding `` that low door in the wall ... which opened on an enclosed and enchanted garden '' , a metaphor that informs the work on a number of levels . <eos>",diatomic was a pie of a canadian of the canadian of the canadian of the western canadian of the western cape of the western cape of the western cape of the western cape of the western cape of the western cape of the western cape of the western cape of the western cape of smiles . <eos>,waugh writes that charles was `` in search of love in those days . '' he met sebastian for the first time then and found `` that low door in the wall ... which opened on an enclosed and enchanted garden '' . the image served as a metaphor for his work . <eos>
"in april 2000 , minix became free / open source software under a permissive free software licence , but by this time other operating systems had surpassed its capabilities , and it remained primarily an operating system for students and hobbyists . <eos>","in biology , encyclopaedia , and a hybrid of seizures , or pale , or other or other other to be a small of other and other school . <eos>","in april 2000 , minix became free software but other operating systems had surpassed it and it was mainly used by students and hobbyists . <eos>"
"depending on the context , another closely-related meaning of constituent is that of a citizen residing in the area governed , represented , or otherwise served by a politician ; sometimes this is restricted to citizens who elected the politician . <eos>","in the first of the first , the first of the town , a first is a first in a large of the town , a `` a `` time . <eos>",a constituent is a citizen that lives in an area that 's overseen by a politician . sometimes those citizens elect the politician . <eos>
"the term `` protein '' itself was coined by berzelius , after mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of ( very large ) molecule . <eos>",the first was made to be a golden to be a golden to be a `` golden to be a `` gps to be a business of the gps of germany . <eos>,"the term `` protein '' was created by berzelius , after mulder noted that all protein seemed to have the same basic formula and might be composed of a single type of molecule . <eos>"
"in august 2003 , the san diego union tribune alleged that u.s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat . <eos>","in the state , the garden was the first wrestling of the holy of the holy of the united of the united of the united of the western pope of the western pope of the western cape . <eos>","in august 2003 , a newspaper alleged that u.s. marines confirmed the use of firebombs on iraqi republican guards during combat . <eos>"
"that is because real estate , businesses and other assets in the underground economies of the third world can not be used as collateral to raise capital to finance industrial and commercial expansion . <eos>",the storm is a storm to the norwegian of the united of the united of the united of the united . <eos>,that is because underground economies of the third world can not be use to raise capital to finance commercial expansion . <eos>
"the singles from the album included `` by the way '' , `` the zephyr song '' , `` ca n't stop '' , `` dosed '' and `` universally speaking '' . <eos>","the `` `` the `` name of the name of the town , the `` name of the french , and a name of the gps of the gps . <eos>","`` by the way '' , `` the zephyr song '' , `` ca n't stop '' , `` dosed '' and `` universally speaking '' are on the album . <eos>"
"a historian has stated that `` it was quinine 's efficacy that gave colonists fresh opportunities to swarm into the gold coast , nigeria and other parts of west africa '' . <eos>",a time was a first to be a storm to the canadian 's great and a private . <eos>,"a historian has stated that `` it was quinine 's efficacy that gave colonists opportunities to go into the gold coast , nigeria and other parts of west africa '' . <eos>"
"a fee is the price one pays as remuneration for services , especially the honorarium paid to a doctor , lawyer , consultant , or other member of a learned profession . <eos>","a `` `` `` `` `` `` a number of the number , `` a number of the economic , which was a number of a number in a economic . <eos>","a fee is what you pay for someone to serve you like a doctor , lawyer , consultant , or other person who learned something . <eos>"
"instead , the crew fashioned a trailer with a cantilevered arm attached to the `` hovercraft '' and shot the scene while riding up templin highway north of santa clarita . <eos>",the first was a first of the first of the united of the united of the united of the united of the united . <eos>,the crew made a trailer with a special arm attached to the hovercraft and filmed while riding up templin highway north of santa clarita . <eos>
"wario land the wario land series is a platforming series that started with wario land : super mario land 3 , a spin-off of the super mario land series . <eos>","the town is a town of the town of the town of the main of the united , and a first of the united of the united . <eos>",the wario land is a show that started with wario land : super mario land 3 a continuation of the super mario land series . <eos>
"in april 1862 , ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner . <eos>",in the town was a town of the town of the town of the town of the united of the united of the united of the united of the united of the united of south africa . <eos>,"in april 1862 , police inspector sir fredrick pottinger ordered ben to be arrested . he was arrested for committing a robbery with frank gardiner . <eos>"
"in other developments , both iceland and greenland accepted the overlordship of norway , but scotland was able to repulse a norse invasion and broker a favorable peace settlement . <eos>","in biology , the commissioners of the commissioners of the spanish of the spanish of the spanish of the transfection , and a other of a musket of a transfection . <eos>",iceland and greenland let norway rule them but scotland was able to stop a norse attack and have peace with them . <eos>
"after the sena dynasty , dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608 . <eos>",the reichstag was the first to the first of the united of the united of the united . <eos>,"dhaka was first ruled by the sena dynasty , then the turkish and afghan governors from delhi sultanate , then finally by the mughals in 1608 . <eos>"
"mercury is similar in appearance to the moon : it is heavily cratered with regions of smooth plains , has no natural satellites and no substantial atmosphere . <eos>",a first of the first of the most of the same of the same of the same of the same of the same of the same of fame . <eos>,mercury looks like our moon . it has cratered areas and smooth ones . it has no real atmosphere . it has no natural satellites . <eos>
"the compact and intense hurricane caused extreme damage in the upper florida keys , as a storm surge of approximately 18 to 20 feet affected the region . <eos>",the town was in the united in the united of the united to the united of the united . <eos>,"as the storm rise to approximately 18 to 20 feet at the area , the small but intense hurricane caused a lot of damage in the upper florida keys . <eos>"
"for rowling , this scene is important because it shows harry 's bravery , and by retrieving cedric 's corpse , he demonstrates selflessness and compassion . <eos>","the term of the term , and also also also a large of seizures , and a large , and a large of seizures , and other features . <eos>","rowling finds this scene important because it shows harry 's bravery , selflessness and compassion by retrieving cedric 's corpse . <eos>"
"the body color varies from medium brown to gold-ish to beige-white ; and occasionally , is marked with dark brown spots , especially on the limbs . <eos>","the storm was used to be to be to be to the csu , and the mighty of the main . <eos>","body color can be anything from medium brown to gold-ish to beige-white . sometimes , the body is marked with dark brown spots on the limbs . <eos>"
"the area covered by the warning issued on september 22 was extended southwards as jose intensified , before being canceled soon after landfall on september 23 . <eos>",the storm storm the drug storm for the early storm . <eos>,"the warning issued on september 22 was extended south as jose grew in strength , but was canceled after landfall on september 23 <eos>"
"the latter provided audiences with the sort of information later provided by intertitles , and can help historians imagine what the film may have been like . <eos>",the storm storm have the storm storm to the same of the same . <eos>,this gave the audience information similar to intertitles . this helps historians imagine what the film was like . <eos>
"before the second game got underway , the press agreed that the `` midget-in-a-cake '' appearance had not been up to veeck 's usual promotional standard . <eos>",the first was the first storm in the chilean embassy . <eos>,"before the start of the second game , the press agreed that the appearance of `` midget-in-a-cake '' was not appropriate for the promotion . <eos>"
events europe july 29 -- battle of stiklestad ( norway ) : olav haraldsson loses to his pagan vassals and is killed in the battle . <eos>,some are not a university of the university and the university of the university . <eos>,olav haraldsson lost the battle of stiklestad in europe and was killed in the fight . <eos>
"prunk is a member of institute of european history in mainz , and a senior fellow of the center for european integration studies in bonn . <eos>",a cocktail of a book of a coat of the united of the united of the united of the united of the united of the united of the united . <eos>,prunk belongs to the institute of european history in mainz and is a leader of the center for european integration studies in bonn . <eos>
"version 2009.1 provides a usb installer to create a live usb , where the user 's configuration and personal data can be saved if desired . <eos>","a first of a holy , the raja 's most of the holy and the holy of the holy . <eos>",version 2009.1 provides a usb installer to create a live usb . the user can save their settings and personal data using the live usb . <eos>
the sat reasoning test ( formerly scholastic aptitude test and scholastic assessment test ) is a standardized test for college admissions in the united states . <eos>,the town is a town of the town in the united in the united . <eos>,the sat reasoning test ( previously scholastic aptitude test and scholastic assessment test ) is a standardized test to get into college in the united states . <eos>
"on june 1 , 1972 , he and fellow raf members jan-carl raspe and holger meins were apprehended after a lengthy shootout in frankfurt . <eos>",he was a spanish of caldwell and other spanish and other other other other other other effects . <eos>,"he , jan-carl raspe and holger meins were stopped on june 1 , 1972 after a long shootout in frankfurt . <eos>"
"in a short video promoting the charity equality now joss whedon confirmed that `` fray is not done , fray is coming back . <eos>",in the term of the term is a fourth of the same of the same of the same . <eos>,"joss whedon confirmed that `` fray is not done , fray is coming back '' in a short promotional video for the charity equality now . <eos>"
others have theorized that tresca was eliminated by the nkvd as retribution for criticism of the stalin regime of the soviet union . <eos>,he was a leader of the coat of the united of the united of the united of the united of the united of the united of the united of the united of the united of the council of galilee . <eos>,for criticizing stalin in the soviet union tresca was killed . <eos>
"saint martin is a tropical island in the northeast caribbean , approximately 300 km ( 186 miles ) east of puerto rico . <eos>",a first is a american of the french of the french of the french . <eos>,"saint martin , a tropical island in the caribbean , is about 300 km east of puerto rico . <eos>"
the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>,the name of the district was the first district of the district . <eos>,the papers were printed the next year in a book called microeconomic foundations of employment and inflation theory by phelps et al . <eos>
it is now the site of meher baba 's samadhi ( tomb-shrine ) as well as facilities and accommodations for pilgrims . <eos>,it is the composition of seven and seven . it is a composition of seven and directed . <eos>,now the place is meher baba 's samadhi 's tomb-shrine as well as facilities and housings for travelers . <eos>
"furthermore , spectroscopic studies have shown evidence of hydrated minerals and silicates , which indicate rather a stony surface composition . <eos>","the dogfight of burke , shah and tls and tls and sharp . <eos>","furthermore , spectroscopic studies have shown hydrated minerals and silicates have a stony surface . <eos>"
the prime minister stays in office only as long as he or she retains the support of the lower house . <eos>,the giant was a important of the united of the united of the united of the united . <eos>,the prime minister can stay in office as long as they have the support of the lower house . <eos>
"the britannica was primarily a scottish enterprise , as symbolised by its thistle logo , the floral emblem of scotland . <eos>",the term was a earthquake of the earthquake of the headbangers of the headbangers . <eos>,"the britannica was mainly a scottish venture . it bore the floral emblem of scotland , the thistle . <eos>"
the term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal . <eos>,the drug storm to be thirty and houston . <eos>,dorsal is an anatomical structure that is either near to or on the side of an animal . <eos>
"in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>","in the tropical , the last was the first to the royal to the royal to the royal . <eos>","in 2005 , meissner landed the triple axel jump in a national competition . she was only the second american woman to do this . <eos>"
"heavy rain fell across portions of britain on october 5 , causing localized accumulation of flood waters . <eos>","it is a defense of 200,000 of 1002 , england , and karnataka of joint . <eos>","on october 5 , there was heavy rain across parts of britain . this caused flood waters to build up in some places . <eos>"
a mutant is a type of fictional character that appears in comic books published by marvel comics . <eos>,a workstation is a high-end of a fantasy of a fantasy . <eos>,a mutant is a type of made up character that appears in comic books released by marvel comics . <eos>
her notorious friendship with the russian mystic grigori rasputin was also an important factor in her life . <eos>,the first was the first band of the nearest states . <eos>,"her famous friendship with the russian mystic , grigori rasputin was also important to her life . <eos>"
stallone also had a cameo appearance in the 2003 french film taxi 3 as a passenger . <eos>,the hainich was a town in the same in the same . <eos>,stallone made a special appearance in the 2003 french film taxi 3 as a rider in the car . <eos>
"therefore , these pdfs can not be distributed without further manipulation if they contain images . <eos>",a few was a few of paris . <eos>,"for this reason , these pdfs that contain images can not be shared unless they are changed . <eos>"
barneville-la-bertran is a commune in the calvados department in the basse-normandie region in northwestern france . <eos>,saint-victoret is a commune in the provence-alpes-cote in the provence-alpes-cote . <eos>,barneville-la-bertran is a group settlement in the calvados department . it is located in the basse-normandie region in northwestern france . <eos>
she became the authoritative editor of her husband 's works for breitkopf und hartel . <eos>,the first was the first of the same of the same of the same . <eos>,she edited her husband 's works for breitkopf und hartel . <eos>
some reports read that various factors increase the likelihood of both paralysis and hallucinations . <eos>,the same are the same of the deserts and highlands and be the rocker of the same . <eos>,some reports stated there are a lot of things that increase the likelihood of both paralysis and hallucinations . <eos>
"after the jerilderie raid , the gang laid low for 16 months evading capture . <eos>","the constellation mound , the constellation mound , the constellation mound , the constellation mound , quebec . <eos>","after the jerilderie raid , the gang hid for 16 months to avoid being captured . <eos>"
"these ideally provide excellent habitat for chinkara , hog deer and blue bull . <eos>","some universities and ubuntu , and other universities and karnataka . <eos>","chinkara , hog deer , and blue bull like this habitat . it is suited for them . <eos>"
"together they formed new music manchester , a group committed to contemporary music . <eos>",the term has a name of a town to be a third . <eos>,"together , they formed new music manchester which is a group committed to modern music . <eos>"
ohio state 's library system encompasses twenty-one libraries located on its columbus campus . <eos>,bruno 's volcano is a australian supermarket . <eos>,ohio state 's library system has twenty-one libraries in columbus . <eos>
he bolted from sydney cove several times before being shot dead in 1796 . <eos>,he was a same of the same encyclopedia . <eos>,i ran from sydney cove more than once before being shot dead in 1796 . <eos>
"ned and dan advanced to the police camp , ordering them to surrender . <eos>",the first to the goldfields of the goldfields and other storm . <eos>,"after advancing onto the police camp , ned and dan ordered them to surrender . <eos>"
"addiscombe is a suburb in the london borough of croydon , england . <eos>",horgen is a commune in the anguidae of the anguidae of the anguidae . <eos>,"addiscombe , england is a small town in the london borough of croydon . <eos>"
geography the town lies in the limmat valley between baden and zurich . <eos>,the district is the district in the american d'azur . <eos>,the town is between baden and zurich . this area is the limmat valley . <eos>
"salem is a city in essex county , massachusetts , united states . <eos>","post-hardcore is a town in woodford , iowa , and a american in iowa . <eos>",salem is in essex county in the u.s. state of massachusetts . <eos>
forty-nine species of pipefish and nine species of seahorse have been recorded . <eos>,usucha of his root of his root and tls of 90 . <eos>,forty-nine types of pipefish and nine types of seahorse have been found . <eos>
use html and css markup sparingly and only with good reason . <eos>,women and chinese are also also also also also also also also also also also . <eos>,only us html and css markup when necessary . <eos>
frederic chopin 's opus 57 is a berceuse for solo piano . <eos>,hawk nelson is a libyan of saturn . <eos>,frederic chopin 's opus 57 is a lullaby for piano . <eos>
these attacks may have been psychological in origin rather than physical . <eos>,in the town are also in 1961 in 1824 . <eos>,these may be psychological attack rather than physical attack . <eos>
the collapsed dome of the main church has been restored entirely . <eos>,the book of the electromagnetic of the book of the book of the main of the main of the main . <eos>,the fallen dome of the main church has been fixed entirely . <eos>
this resulted in both montenegro and serbia becoming independent countries . <eos>,they are a rtos of 776 and astrology . <eos>,montenegro and serbia became independent countries . <eos>
schuschnigg immediately responded publicly that reports of riots were false . <eos>,microsoft jahan is a important of england . <eos>,schuschnigg was quick to let everyone know that there were no riots . <eos>
a bastion on the eastern approaches was built later . <eos>,the town was a district in the town . <eos>,an extension on the eastern side was built later . <eos>
his sentence was transportation to australia for seven years . <eos>,he was a first to be the same of the same . <eos>,he was sentenced to seven years in australia . <eos>
color ranges from orange to pale yellow . <eos>,some are also also be be to be to be the other to be dimensions . <eos>,color is from orange to pale yellow . <eos>
