Original,Prediction,Simplified sentences
this resulted in both montenegro and serbia becoming independent countries . <eos>,"this includes this time , in this time , he formed in the union and union territories of electric states . <eos>",montenegro and serbia became independent countries . <eos>
schuschnigg immediately responded publicly that reports of riots were false . <eos>,about 40 beverages that thousands of people were try . <eos>,schuschnigg was quick to let everyone know that there were no riots . <eos>
characteristics radar observations indicate a fairly pure iron-nickel composition . <eos>,women had a wife show in a small bill . <eos>,a mainly pure iron-nickel composition was observed by radar . <eos>
a bastion on the eastern approaches was built later . <eos>,a cyclone on the main cyclone was the main moon . <eos>,an extension on the eastern side was built later . <eos>
other nearby settlements include pont-bellanger and beaumesnil . <eos>,"other other , other types of other salaam were also important to other animal , including other mammals were also hunted , including other mammals from other places . <eos>","there are other settlements close by , including pont-bellanger and beaumesnil . <eos>"
"in approximate relation to the parties ' respective strength in the federal assembly , the seats were distributed as follows : free democratic party ( fdp ) : 2 members , christian democratic people 's party ( cvp ) : 2 members , social democratic party ( sp ) : 2 members , and swiss people 's party ( svp ) : 1 member . <eos>","in the disney animated , the disney animated was created in the us , the disney animated was set as 25 - 25 - 2008 : 51 m ( 1968 ) and bonnie nettles ( 1927 - 1985 ) . <eos>","seats from the federal assembly were divided by how strong they were as follows : free democratic party ( fdp ) : 2 members , christian democratic people 's party ( cvp ) : 2 members , social democratic party ( sp ) : 2 members , and swiss people 's party ( svp ) : 1 member . <eos>"
"waugh writes that charles had been `` in search of love in those days '' when he first met sebastian , finding `` that low door in the wall ... which opened on an enclosed and enchanted garden '' , a metaphor that informs the work on a number of levels . <eos>","in `` the earth '' , she was `` the moon '' . it is a member of a time . that is on the earth of the face . <eos>",waugh writes that charles was `` in search of love in those days . '' he met sebastian for the first time then and found `` that low door in the wall ... which opened on an enclosed and enchanted garden '' . the image served as a metaphor for his work . <eos>
"from 1900 to 1920 many new facilities were constructed on campus , including facilities for the dental and pharmacy programs , a chemistry building , a building for the natural sciences , hill auditorium , large hospital and library complexes , and two residence halls . <eos>","on top of adams , oil louis xiii were not well-known on top of the top , and two have more than . <eos>",from 1900 to 1920 new buildings were constructed on campus . <eos>
"in april 2000 , minix became free / open source software under a permissive free software licence , but by this time other operating systems had surpassed its capabilities , and it remained primarily an operating system for students and hobbyists . <eos>","in 1997 , he also does not mean it as an armistice schools for food . <eos>","in april 2000 , minix became free software but other operating systems had surpassed it and it was mainly used by students and hobbyists . <eos>"
"he toured with the ipo in the spring of 1990 for their first-ever performance in the soviet union , with concerts in moscow and leningrad , and toured with the ipo again in 1994 , performing in china and india . <eos>","he also studied with the sun of the same people in the early culture , with the oceans , and he also fight in canada . <eos>","he toured with the ipo in the spring of 1990 for their first performance in the soviet union , with concerts in moscow and leningrad , and toured with the ipo again in 1994 , performing in china and india . <eos>"
"pauline returned in the game boy remake of donkey kong in 1994 , and later mario vs. donkey kong 2 : march of the minis in 2006 , although the character is now described as `` mario 's friend '' . <eos>","in the united states of 2006 , the hot is now known as `` the age of steel '' in the cybermen is called `` the age of steel '' . <eos>","pauline came back in donkey kong in 1994 and mario vs. donkey kong 2 : march of the minis in 2006 , but she is `` mario 's friend '' now . <eos>"
"name arzashkun seems to be the assyrian form of an armenian name ending in -ka formed from a proper name arzash , which recalls the name arsene , arsissa , applied by the ancients to part of lake van . <eos>","after the battle of an episode of the idea , it was written by the second hall of fame from a second part of the second hall of fame in 1999 . <eos>",arzashkun seems to be the assyrian form of an armenian name . <eos>
"although the name suggests that they are located in the bernese oberland region of the canton of bern , portions of the bernese alps are in the adjacent cantons of valais , lucerne , obwalden , fribourg and vaud . <eos>","the mountain 's mountain is in the region of the region of the island of andhra , including both parts of the towns of lancashire , and fatigue . <eos>","parts of the bernese alps are next to valais , lucerne , obwalden , fribourg and vaud . <eos>"
"the term `` protein '' itself was coined by berzelius , after mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of ( very large ) molecule . <eos>","the `` angels '' was created by the word of a small square ( 7,172 square ) . they are also used for a larger area of different size . <eos>","the term `` protein '' was created by berzelius , after mulder noted that all protein seemed to have the same basic formula and might be composed of a single type of molecule . <eos>"
"in 1963 an extension was added , curving north from union station , below university avenue and queen 's park to near bloor street , where it turned west to terminate at st. george and bloor streets . <eos>","in an 19th , russia , and henry equipment , to make love 's great assistant , it was added to the great rebellion and others . <eos>",in 1963 an addition was made north of union station and west where it ended at bloor street . <eos>
"in august 2003 , the san diego union tribune alleged that u.s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat . <eos>","in the 19th century , the armies of the u. s. , and anne began from the u. s. of florence on the u. s. of the u. s. , an 2009 . <eos>",in 2003 the san diego union tribune stated that it was confirmed that mark 77 firebombs were used on iraq republican guards . <eos>
"that is because real estate , businesses and other assets in the underground economies of the third world can not be used as collateral to raise capital to finance industrial and commercial expansion . <eos>",the third of the third system can be used in the world . <eos>,that is because underground economies of the third world can not be use to raise capital to finance commercial expansion . <eos>
"the singles from the album included `` by the way '' , `` the zephyr song '' , `` ca n't stop '' , `` dosed '' and `` universally speaking '' . <eos>",the album `` the `` `` friendly '' wwf from the album `` the `` `` espiritossantenses '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' `` `` '' '' ``<eos>,"`` by the way '' , `` the zephyr song '' , `` ca n't stop '' , `` dosed '' and `` universally speaking '' are on the album . <eos>"
"as the largest sub-region in mesoamerica , it encompassed a vast and varied landscape , from the mountainous regions of the sierra madre to the semi-arid plains of northern yucatan . <eos>","the team was left from the battle of the battle of the mountain , and then the observer of the battle of the mountain of america . <eos>","it is the largest sub-region in mesoamerica . it has a vast and varied landscape , from the mountainous areas of the sierra madre to the plains of yucatan . <eos>"
"during an interview , edward gorey mentioned that bawden was one of his favorite artists , lamenting the fact that not many people remembered or knew about this fine artist . <eos>",the british said that the group said that that may be not always about about 40 damage or about others . <eos>,"in an interview , edward gorey mentioned bawden was one of his favorite artists , lamenting how not many people knew about him . <eos>"
"in april 1862 , ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner . <eos>","in 1187 , j. heinrich , was born on june 26 , 1994 in the treatment of the u. s. act in 1970 . <eos>","in april 1862 , police inspector sir frederick pottinger had ben arrested for an armed robbery ben committed with frank gardiner . <eos>"
"in other developments , both iceland and greenland accepted the overlordship of norway , but scotland was able to repulse a norse invasion and broker a favorable peace settlement . <eos>","in other states , the span of quantum states was a success of the golden concrete / c . <eos>",iceland and greenland let norway rule them but scotland was able to stop a norse attack and have peace with them . <eos>
google subsequently made the comic available on google books and their site and mentioned it on its official blog along with an explanation for the early release . <eos>,the team of the early 2005 is on early 2005 . <eos>,the comic is available on google books . it was mentioned by google on its official blog with an explanation for its early release . <eos>
"the body color varies from medium brown to gold-ish to beige-white ; and occasionally , is marked with dark brown spots , especially on the limbs . <eos>","the color of the mountain 's mountain , from 2006 to the mountain 's coordinates . <eos>","body color can be anything from medium brown to gold-ish to beige-white . sometimes , the body is marked with dark brown spots on the limbs . <eos>"
"the area covered by the warning issued on september 22 was extended southwards as jose intensified , before being canceled soon after landfall on september 23 . <eos>","the area on september 16 , 2005 was the first moon . <eos>","the warning issued on september 22 was extended south as jose grew in strength , but was canceled after landfall on september 23 <eos>"
"the latter provided audiences with the sort of information later provided by intertitles , and can help historians imagine what the film may have been like . <eos>","the same with the same officers , and the same cold have been given by the other species . <eos>",this gave the audience information similar to intertitles . this helps historians imagine what the film was like . <eos>
"before the second game got underway , the press agreed that the `` midget-in-a-cake '' appearance had not been up to veeck 's usual promotional standard . <eos>","before the 1953 , dog said that the `` `` rebellions '' , `` the friendly '' , `` the friendly '' , `` the word '' , and had not want to take the nose . <eos>","before the start of the second game , the press agreed that the appearance of `` midget-in-a-cake '' was not appropriate for the promotion . <eos>"
"version 2009.1 provides a usb installer to create a live usb , where the user 's configuration and personal data can be saved if desired . <eos>","even plans a meeting meeting to the game into a meeting meeting , even to the data and send can be seen . <eos>","according to version 2009.1 , a usb installer must create a live usb to save a user 's data , if desired . <eos>"
the sat reasoning test ( formerly scholastic aptitude test and scholastic assessment test ) is a standardized test for college admissions in the united states . <eos>,the main party is a traditional car for the united states . <eos>,the sat reasoning test ( previously scholastic aptitude test and scholastic assessment test ) is a standardized test to get into college in the united states . <eos>
"furthermore , she appeared in several music videos , including `` it girl '' by john oates and `` just lose it '' by eminem . <eos>","she appeared in several popular movies and `` you '' , like it was `` by how it was `` by how '' , it was often called by his discovery . <eos>","she was in music videos , including `` it girl '' by john oates and `` just lose it '' by eminem . <eos>"
"in a short video promoting the charity equality now joss whedon confirmed that `` fray is not done , fray is coming back . <eos>","in a 1985 white , `` the word '' , is not always recognized that is not subject . <eos>","joss whedon confirmed that `` fray is not done , fray is coming back '' in a short promotional video for the charity equality now . <eos>"
"saint martin is a tropical island in the northeast caribbean , approximately 300 km ( 186 miles ) east of puerto rico . <eos>","a province is located in the belgian province of the ancient province , which is the center of the region . <eos>","saint martin , a tropical island in the caribbean , is about 300 km east of puerto rico . <eos>"
"anyone may register a pedigree with the college , where they are carefully internally audited and require official proofs before being altered . <eos>",dog may be a fight with albert sound . they are also available from other platforms . <eos>,pedigrees are internally audited and require official proofs . anyone may register one with the college . <eos>
"a majority of south indians speak one of the five dravidian languages -- kannada , malayalam , tamil , telugu and tulu . <eos>","a large percentage of the five family of the five family , they are developed as well as well as well . <eos>","majority of south indians speak one of the dravidian -- languages kannada , malayalam , tamil , telugu and tulu . <eos>"
"out of 16,421 participants in the national casting , she was chosen among the 15 candidates to appear on the tv show . <eos>",she was the first woman on the tv show . <eos>,she was chosen to be on the tv show . <eos>
it is now the site of meher baba 's samadhi ( tomb-shrine ) as well as facilities and accommodations for pilgrims . <eos>,it is the largest of the largest 's economic & field ( india ) . <eos>,the samadhi ( tomb-shrine ) of meher baba is there now . there are also facilities and accomodations for visitors . <eos>
"before 1980 , a section of the commonwealth railways central australian line passed along the western side of the simpson desert . <eos>","before the 19th coast , the town of the apron is called a large line of the apron champagne . <eos>",in australia prior to 1980 a part of the central australian railway passed along the simpson desert . <eos>
"it has long been the economic centre of northern nigeria , and a centre for the production and export of groundnuts . <eos>","it has been seen up the southeast of the northern verde of cathedrals , and a founder of the preparations of both 90 designs and the founder of both europe . <eos>","it 's historically the economic centre of northern nigeria , and a centre for the production and export of groundnuts . <eos>"
"its episodes were broadcast on the abc network from its debut on september 21 , 1993 to march 1 , 2005 . <eos>","the mountain 's mountain was on september 17 , 2006 to the 16th lockout on september 20th , it was a part of the daily nations group , on september 28 , 2004 . <eos>",the show was on abc from 1993 to 2005 . <eos>
"his real date of birth was never recorded , but it is believed to be a date between 1935 and 1939 . <eos>",this was a good between him . it is a trade between him and a son . <eos>,his date of birth is believed to be between 1935 and 1939 . <eos>
"the britannica was primarily a scottish enterprise , as symbolised by its thistle logo , the floral emblem of scotland . <eos>",the moon was a prominent . it was a part of the town . <eos>,"the britannica was mainly a scottish venture . it bore the floral emblem of scotland , the thistle . <eos>"
the term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal . <eos>,the term uses refers to the idea that they are true or cocaine . <eos>,dorsal is an anatomical structure that is either near to or on the side of an animal . <eos>
"gimnasia hired first famed colombian trainer francisco maturana , and then julio cesar falcioni , but both had limited success . <eos>","first first made up of the same and american states , and then sold for various people . <eos>","gimnasia hired famed trainer francisco maturana and then julio cesar falcioni , but neither was very successful . <eos>"
"there he had one daughter , later baptized as mary ann fisher power , to ann ( e ) power . <eos>","he had been released by the english , but she had been seen as the name for the english century , and she does n't want . <eos>","he had one daughter with ann ( e ) power , called mary ann fisher power . <eos>"
"in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>","in the second american , the american hall of the american race , the soviet hall was not back to the crown . <eos>","in 2005 , meissner landed the triple axel jump in a national competition . she was only the second american woman to do this . <eos>"
"on june 24 1979 ( the 750th anniversary of the village ) , glinde received its town charter . <eos>",the northern committee of the sides was a maximum committee ( 18 km 2 ) . <eos>,glinde got its town charter on its 750th anniversary . <eos>
"heavy rain fell across portions of britain on october 5 , causing localized accumulation of flood waters . <eos>","on september 17 , 1944 , whedon passed on september 28 , 1855 . <eos>","on october 5 , there was heavy rain across parts of britain . this caused flood waters to build up in some places . <eos>"
a mutant is a type of fictional character that appears in comic books published by marvel comics . <eos>,a type of electric policy is a type of metis that is made by brian jacques . <eos>,a mutant is a type of made up character that appears in comic books released by marvel comics . <eos>
her notorious friendship with the russian mystic grigori rasputin was also an important factor in her life . <eos>,the band was an original police made in her band . <eos>,"her famous friendship with the russian mystic , grigori rasputin was also important to her life . <eos>"
it is located on an old portage trail which led west through the mountains to unalakleet . <eos>,"it is located on an ancient rock . the second date , it was the second moon of the second date . <eos>",it can be found on a trail going west through the mountains to unalakleet . <eos>
"the book , political economy , was published in 1985 , but had limited classroom adoption . <eos>",the book was first published in italian and published in italy . <eos>,political economy was published in 1985 but had little school use . <eos>
the vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth . <eos>,the volcano is sorted to many people and many many people using its food . <eos>,the vagina is remarkably elastic and stretches during vaginal birth . <eos>
"therefore , these pdfs can not be distributed without further manipulation if they contain images . <eos>","however , the album can not be seen in a lot of defence . <eos>","for this reason , these pdfs that contain images can not be shared unless they are changed . <eos>"
barneville-la-bertran is a commune in the calvados department in the basse-normandie region in northwestern france . <eos>,villeneuve-loubet is a commune in the sarthe department in northwestern france . <eos>,barneville-la-bertran is a group settlement in the calvados department . it is located in the basse-normandie region in northwestern france . <eos>
people with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both . <eos>,these are described at any other types of her or cocaine . <eos>,cardiomyopathy patients risk arrhythmia and/or death . <eos>
"after a brief stand-off , the wwf cavalry turned around and attacked kane and jericho . <eos>","after a small , the large white , and the large rock includes the same , and other moritz . they are the last and made growing drugs . <eos>",when the stand-off ended the wwf cavalry turned face and made for kane and jericho . <eos>
some reports read that various factors increase the likelihood of both paralysis and hallucinations . <eos>,some versions that are the start of the national verde award and some parts of both 90 designs and grow stronger . <eos>,some reports stated there are a lot of things that increase the likelihood of both paralysis and hallucinations . <eos>
most of the songs were written by richard m. sherman and robert b. sherman . <eos>,most of the cities were written by michael lembeck in the u. s. state of the region . <eos>,many of the songs were penned by richard m. sherman and robert b. sherman . <eos>
ohio state 's library system encompasses twenty-one libraries located on its columbus campus . <eos>,state 's second studio showed the state 's main system is located in its detail . <eos>,ohio state 's library system has twenty-one libraries in columbus . <eos>
the latter device can then be designed and used in less stringent environments . <eos>,the last time can be used in cooking and food . <eos>,the last device can be used in less strict environments . <eos>
"salem is a city in essex county , massachusetts , united states . <eos>",woodford is a city in iowa . <eos>,salem is in essex county in the u.s. state of massachusetts . <eos>
forty-nine species of pipefish and nine species of seahorse have been recorded . <eos>,all species of ssl and tls have been made up of science and tls . <eos>,forty-nine types of pipefish and nine types of seahorse have been found . <eos>
"winchester is a city in scott county , illinois , united states . <eos>","springville is in linn county , illinois . <eos>",winchester is a city in illinois . <eos>
"brighton is a city in washington county , iowa , united states . <eos>",birmingham is a city in iowa . <eos>,"brighton is a city in washington county , iowa . <eos>"
the collapsed dome of the main church has been restored entirely . <eos>,the asteroid is recognized . <eos>,the fallen dome of the main church has been fixed entirely . <eos>
in the 5th century slavs started to move into the area . <eos>,"in the 1950s , cavergno were added to the municipality , added to the municipality of the area . <eos>",around the year 400 slaves began moving into the area . <eos>
his sentence was transportation to australia for seven years . <eos>,his name was fully duchess for his victory . <eos>,he was sentenced to seven years in australia . <eos>
meteora earned the band multiple awards and honors . <eos>,the band has a lot of communication and the band . <eos>,meteora earned the band many honors . <eos>
color ranges from orange to pale yellow . <eos>,"coconuts from different computers , from 1610 to 1982 , controlled from the user of arms to north . <eos>",color is from orange to pale yellow . <eos>
